127.0.0.1 - - [09/Jul/2024:09:33:03 +0530] "GET / HTTP/1.1" 404 752
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:26:34 +0530] "GET /my-fashion-app/img/product/tee1.png HTTP/1.1" 200 272080
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:26:35 +0530] "GET /my-fashion-app/img/product/tee2.png HTTP/1.1" 200 256920
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:26:35 +0530] "GET /my-fashion-app/img/product/top1.png HTTP/1.1" 200 239139
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:26:35 +0530] "GET /my-fashion-app/images/categories/co-ords.png HTTP/1.1" 200 685766
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:26:35 +0530] "GET /my-fashion-app/images/categories/denime_Cat.png HTTP/1.1" 200 698173
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:26:35 +0530] "GET /my-fashion-app/images/categories/dresses.png HTTP/1.1" 200 745995
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:26:35 +0530] "GET /my-fashion-app/images/categories/skirt_shorts.png HTTP/1.1" 200 671007
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:26:35 +0530] "GET /my-fashion-app/images/categories/tees.png HTTP/1.1" 200 597664
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:26:35 +0530] "GET /my-fashion-app/images/categories/tops.png HTTP/1.1" 200 605618
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:26:35 +0530] "GET /my-fashion-app/images/footer/amazonpay.svg HTTP/1.1" 200 8763
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:26:35 +0530] "GET /my-fashion-app/images/footer/american-express.svg HTTP/1.1" 200 12734
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:26:35 +0530] "GET /my-fashion-app/images/footer/paypal.svg HTTP/1.1" 200 5586
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:26:35 +0530] "GET /my-fashion-app/images/footer/mastercard.svg HTTP/1.1" 200 12102
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:26:35 +0530] "GET /my-fashion-app/images/footer/visa.svg HTTP/1.1" 200 3371
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:26:35 +0530] "GET /my-fashion-app/images/footer/appstore-btn.svg HTTP/1.1" 200 12812
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:26:35 +0530] "GET /my-fashion-app/images/footer/googleplay-btn.svg HTTP/1.1" 200 9502
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:26:36 +0530] "GET /my-fashion-app/images/img.png HTTP/1.1" 200 4467
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:27:24 +0530] "POST /my-fashion-app/loginServlet HTTP/1.1" 200 65986
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:27:24 +0530] "GET /my-fashion-app/other/stylesheet.css?modified=20012009 HTTP/1.1" 200 5803
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:27:24 +0530] "GET /my-fashion-app/images/home/pink.png HTTP/1.1" 200 743435
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:27:24 +0530] "GET /my-fashion-app/images/home/Screenshot%202024-06-19%20130831.png HTTP/1.1" 200 2617707
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:27:24 +0530] "GET /my-fashion-app/images/home/fun.png HTTP/1.1" 200 1615525
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:27:24 +0530] "GET /my-fashion-app/img/product/co-ord1.png HTTP/1.1" 200 213589
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:27:24 +0530] "GET /my-fashion-app/img/product/denime1.png HTTP/1.1" 200 129038
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:27:24 +0530] "GET /my-fashion-app/img/product/denime2.png HTTP/1.1" 200 114712
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:27:24 +0530] "GET /my-fashion-app/img/product/dress2.png HTTP/1.1" 200 228797
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:27:24 +0530] "GET /my-fashion-app/img/product/short2.png HTTP/1.1" 200 162592
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:27:24 +0530] "GET /my-fashion-app/img/product/short1.png HTTP/1.1" 200 164275
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:27:24 +0530] "GET /my-fashion-app/img/product/dress1.png HTTP/1.1" 200 237084
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:27:24 +0530] "GET /my-fashion-app/img/product/tee1.png HTTP/1.1" 200 272080
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:27:24 +0530] "GET /my-fashion-app/img/product/tee2.png HTTP/1.1" 200 256920
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:27:24 +0530] "GET /my-fashion-app/images/categories/denime_Cat.png HTTP/1.1" 200 698173
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:27:24 +0530] "GET /my-fashion-app/img/product/top1.png HTTP/1.1" 200 239139
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:27:24 +0530] "GET /my-fashion-app/images/categories/co-ords.png HTTP/1.1" 200 685766
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:27:24 +0530] "GET /my-fashion-app/images/categories/skirt_shorts.png HTTP/1.1" 200 671007
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:27:24 +0530] "GET /my-fashion-app/images/categories/dresses.png HTTP/1.1" 200 745995
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:27:24 +0530] "GET /my-fashion-app/images/categories/tees.png HTTP/1.1" 200 597664
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:27:24 +0530] "GET /my-fashion-app/images/categories/tops.png HTTP/1.1" 200 605618
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:27:24 +0530] "GET /my-fashion-app/images/footer/amazonpay.svg HTTP/1.1" 200 8763
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:27:24 +0530] "GET /my-fashion-app/images/footer/american-express.svg HTTP/1.1" 200 12734
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:27:24 +0530] "GET /my-fashion-app/images/footer/paypal.svg HTTP/1.1" 200 5586
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:27:24 +0530] "GET /my-fashion-app/images/footer/visa.svg HTTP/1.1" 200 3371
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:27:24 +0530] "GET /my-fashion-app/images/footer/mastercard.svg HTTP/1.1" 200 12102
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:27:24 +0530] "GET /my-fashion-app/images/footer/appstore-btn.svg HTTP/1.1" 200 12812
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:27:24 +0530] "GET /my-fashion-app/images/footer/googleplay-btn.svg HTTP/1.1" 200 9502
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:27:25 +0530] "GET /my-fashion-app/images/img.png HTTP/1.1" 200 4467
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:42:29 +0530] "POST /my-fashion-app/loginServlet HTTP/1.1" 200 65986
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:42:29 +0530] "GET /my-fashion-app/other/stylesheet.css?modified=20012009 HTTP/1.1" 200 5823
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:42:29 +0530] "GET /my-fashion-app/images/home/Screenshot%202024-06-19%20130831.png HTTP/1.1" 200 2617707
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:42:29 +0530] "GET /my-fashion-app/images/home/pink.png HTTP/1.1" 200 743435
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:42:30 +0530] "GET /my-fashion-app/images/home/fun.png HTTP/1.1" 200 1615525
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:42:30 +0530] "GET /my-fashion-app/img/product/co-ord1.png HTTP/1.1" 200 213589
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:42:30 +0530] "GET /my-fashion-app/img/product/denime1.png HTTP/1.1" 200 129038
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:42:30 +0530] "GET /my-fashion-app/img/product/denime2.png HTTP/1.1" 200 114712
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:42:30 +0530] "GET /my-fashion-app/img/product/dress1.png HTTP/1.1" 200 237084
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:42:30 +0530] "GET /my-fashion-app/img/product/dress2.png HTTP/1.1" 200 228797
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:42:30 +0530] "GET /my-fashion-app/img/product/short1.png HTTP/1.1" 200 164275
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:42:30 +0530] "GET /my-fashion-app/img/product/short2.png HTTP/1.1" 200 162592
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:42:30 +0530] "GET /my-fashion-app/img/product/tee1.png HTTP/1.1" 200 272080
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:42:30 +0530] "GET /my-fashion-app/img/product/tee2.png HTTP/1.1" 200 256920
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:42:30 +0530] "GET /my-fashion-app/img/product/top1.png HTTP/1.1" 200 239139
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:42:30 +0530] "GET /my-fashion-app/images/categories/co-ords.png HTTP/1.1" 200 685766
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:42:30 +0530] "GET /my-fashion-app/images/categories/denime_Cat.png HTTP/1.1" 200 698173
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:42:30 +0530] "GET /my-fashion-app/images/categories/dresses.png HTTP/1.1" 200 745995
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:42:30 +0530] "GET /my-fashion-app/images/categories/skirt_shorts.png HTTP/1.1" 200 671007
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:42:30 +0530] "GET /my-fashion-app/images/footer/amazonpay.svg HTTP/1.1" 200 8763
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:42:30 +0530] "GET /my-fashion-app/images/footer/paypal.svg HTTP/1.1" 200 5586
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:42:30 +0530] "GET /my-fashion-app/images/categories/tees.png HTTP/1.1" 200 597664
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:42:30 +0530] "GET /my-fashion-app/images/categories/tops.png HTTP/1.1" 200 605618
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:42:30 +0530] "GET /my-fashion-app/images/footer/american-express.svg HTTP/1.1" 200 12734
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:42:30 +0530] "GET /my-fashion-app/images/footer/mastercard.svg HTTP/1.1" 200 12102
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:42:30 +0530] "GET /my-fashion-app/images/footer/appstore-btn.svg HTTP/1.1" 200 12812
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:42:30 +0530] "GET /my-fashion-app/images/footer/visa.svg HTTP/1.1" 200 3371
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:42:30 +0530] "GET /my-fashion-app/images/footer/googleplay-btn.svg HTTP/1.1" 200 9502
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:42:30 +0530] "GET /my-fashion-app/images/img.png HTTP/1.1" 200 4467
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:42:37 +0530] "GET /my-fashion-app/profile.jsp HTTP/1.1" 200 25470
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:43:31 +0530] "GET /my-fashion-app/profile.jsp HTTP/1.1" 200 25484
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:43:31 +0530] "GET /my-fashion-app/other/stylesheet.css?modified=20012009 HTTP/1.1" 200 5823
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:43:31 +0530] "GET /my-fashion-app/images/footer/american-express.svg HTTP/1.1" 200 12734
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:43:31 +0530] "GET /my-fashion-app/images/footer/amazonpay.svg HTTP/1.1" 200 8763
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:43:31 +0530] "GET /my-fashion-app/other/profile.css HTTP/1.1" 200 679
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:43:32 +0530] "GET /my-fashion-app/images/footer/paypal.svg HTTP/1.1" 200 5586
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:43:32 +0530] "GET /my-fashion-app/images/footer/mastercard.svg HTTP/1.1" 200 12102
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:43:32 +0530] "GET /my-fashion-app/images/footer/visa.svg HTTP/1.1" 200 3371
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:43:32 +0530] "GET /my-fashion-app/javascript/cart.js HTTP/1.1" 200 4638
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:43:32 +0530] "GET /my-fashion-app/images/footer/appstore-btn.svg HTTP/1.1" 200 12812
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:43:32 +0530] "GET /my-fashion-app/images/footer/googleplay-btn.svg HTTP/1.1" 200 9502
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:43:32 +0530] "GET /my-fashion-app/images/img.png HTTP/1.1" 200 4467
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:44:04 +0530] "GET /my-fashion-app/profile.jsp HTTP/1.1" 200 25484
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:44:04 +0530] "GET /my-fashion-app/other/stylesheet.css?modified=20012009 HTTP/1.1" 200 5823
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:44:04 +0530] "GET /my-fashion-app/other/profile.css HTTP/1.1" 200 679
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:44:04 +0530] "GET /my-fashion-app/images/footer/american-express.svg HTTP/1.1" 200 12734
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:44:04 +0530] "GET /my-fashion-app/images/footer/amazonpay.svg HTTP/1.1" 200 8763
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:44:04 +0530] "GET /my-fashion-app/images/footer/paypal.svg HTTP/1.1" 200 5586
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:44:04 +0530] "GET /my-fashion-app/images/footer/mastercard.svg HTTP/1.1" 200 12102
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:44:04 +0530] "GET /my-fashion-app/javascript/cart.js HTTP/1.1" 200 4638
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:44:04 +0530] "GET /my-fashion-app/images/footer/visa.svg HTTP/1.1" 200 3371
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:44:04 +0530] "GET /my-fashion-app/images/footer/appstore-btn.svg HTTP/1.1" 200 12812
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:44:04 +0530] "GET /my-fashion-app/images/footer/googleplay-btn.svg HTTP/1.1" 200 9502
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:44:04 +0530] "GET /my-fashion-app/images/img.png HTTP/1.1" 200 4467
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:44:07 +0530] "GET /my-fashion-app/profileEdit.jsp HTTP/1.1" 200 27680
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:44:13 +0530] "GET /my-fashion-app/wishlist.jsp HTTP/1.1" 200 38563
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:44:19 +0530] "GET /my-fashion-app/wishlist.jsp HTTP/1.1" 200 38563
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:44:23 +0530] "POST /my-fashion-app/logoutServlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:44:24 +0530] "GET /my-fashion-app/logout.jsp HTTP/1.1" 200 23221
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:44:48 +0530] "GET /my-fashion-app/logout.jsp HTTP/1.1" 200 23236
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:44:48 +0530] "GET /my-fashion-app/other/stylesheet.css?modified=20012009 HTTP/1.1" 200 5823
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:44:48 +0530] "GET /my-fashion-app/images/footer/amazonpay.svg HTTP/1.1" 200 8763
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:44:48 +0530] "GET /my-fashion-app/images/footer/american-express.svg HTTP/1.1" 200 12734
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:44:48 +0530] "GET /my-fashion-app/images/footer/paypal.svg HTTP/1.1" 200 5586
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:44:48 +0530] "GET /my-fashion-app/images/footer/mastercard.svg HTTP/1.1" 200 12102
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:44:48 +0530] "GET /my-fashion-app/images/footer/visa.svg HTTP/1.1" 200 3371
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:44:48 +0530] "GET /my-fashion-app/images/footer/appstore-btn.svg HTTP/1.1" 200 12812
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:44:48 +0530] "GET /my-fashion-app/images/footer/googleplay-btn.svg HTTP/1.1" 200 9502
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:44:49 +0530] "GET /my-fashion-app/images/img.png HTTP/1.1" 200 4467
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:46:39 +0530] "GET /my-fashion-app/logout.jsp HTTP/1.1" 200 23262
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:46:39 +0530] "GET /my-fashion-app/other/stylesheet.css?modified=20012009 HTTP/1.1" 200 5823
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:46:39 +0530] "GET /my-fashion-app/images/footer/amazonpay.svg HTTP/1.1" 200 8763
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:46:39 +0530] "GET /my-fashion-app/images/footer/american-express.svg HTTP/1.1" 200 12734
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:46:39 +0530] "GET /my-fashion-app/images/footer/paypal.svg HTTP/1.1" 200 5586
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:46:39 +0530] "GET /my-fashion-app/images/footer/mastercard.svg HTTP/1.1" 200 12102
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:46:39 +0530] "GET /my-fashion-app/images/footer/visa.svg HTTP/1.1" 200 3371
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:46:39 +0530] "GET /my-fashion-app/images/footer/appstore-btn.svg HTTP/1.1" 200 12812
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:46:39 +0530] "GET /my-fashion-app/images/footer/googleplay-btn.svg HTTP/1.1" 200 9502
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:46:39 +0530] "GET /my-fashion-app/images/img.png HTTP/1.1" 200 4467
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:46:42 +0530] "GET /my-fashion-app/profile.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:46:42 +0530] "GET /my-fashion-app/login.jsp HTTP/1.1" 200 24001
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:47:33 +0530] "GET /my-fashion-app/index.jsp HTTP/1.1" 200 65807
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:47:33 +0530] "GET /my-fashion-app/other/stylesheet.css?modified=20012009 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:47:50 +0530] "GET /my-fashion-app/login.jsp HTTP/1.1" 200 24001
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:48:01 +0530] "POST /my-fashion-app/loginServlet HTTP/1.1" 200 65986
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:48:07 +0530] "GET /my-fashion-app/wishlist.jsp HTTP/1.1" 200 38563
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:48:09 +0530] "GET /my-fashion-app/addtocart.jsp HTTP/1.1" 200 25138
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:48:12 +0530] "GET /my-fashion-app/wishlist.jsp HTTP/1.1" 200 38563
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:48:14 +0530] "GET /my-fashion-app/addToCart/saveCart.jsp?action=save&product_id=6 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:48:15 +0530] "GET /my-fashion-app/product.jsp?category=all HTTP/1.1" 200 121051
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:48:15 +0530] "GET /my-fashion-app/img/product/tee4.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:48:15 +0530] "GET /my-fashion-app/img/product/tee3.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:48:15 +0530] "GET /my-fashion-app/img/product/dress3.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:48:15 +0530] "GET /my-fashion-app/img/product/dress4.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:48:15 +0530] "GET /my-fashion-app/img/product/denime3.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:48:15 +0530] "GET /my-fashion-app/img/product/co-ord4.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:48:15 +0530] "GET /my-fashion-app/img/product/co-ord5.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:48:15 +0530] "GET /my-fashion-app/img/product/co-ord2.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:48:17 +0530] "GET /my-fashion-app/addToCart/saveCart.jsp?action=save&product_id=4 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:48:17 +0530] "GET /my-fashion-app/product.jsp?category=all HTTP/1.1" 200 121051
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:48:19 +0530] "GET /my-fashion-app/addtocart.jsp HTTP/1.1" 200 31941
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:48:19 +0530] "GET /my-fashion-app/other/stylesheet.css?modified=20012009 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:49:15 +0530] "GET /my-fashion-app/addtocart.jsp HTTP/1.1" 200 31941
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:49:15 +0530] "GET /my-fashion-app/other/stylesheet.css?modified=20012009 HTTP/1.1" 200 5836
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:49:15 +0530] "GET /my-fashion-app/images/footer/amazonpay.svg HTTP/1.1" 200 8763
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:49:15 +0530] "GET /my-fashion-app/images/footer/american-express.svg HTTP/1.1" 200 12734
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:49:15 +0530] "GET /my-fashion-app/other/addtocart.css HTTP/1.1" 200 942
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:49:15 +0530] "GET /my-fashion-app/images/footer/paypal.svg HTTP/1.1" 200 5586
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:49:15 +0530] "GET /my-fashion-app/images/footer/mastercard.svg HTTP/1.1" 200 12102
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:49:15 +0530] "GET /my-fashion-app/images/footer/visa.svg HTTP/1.1" 200 3371
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:49:15 +0530] "GET /my-fashion-app/javascript/cart.js HTTP/1.1" 200 4638
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:49:15 +0530] "GET /my-fashion-app/img/product/dress2.png HTTP/1.1" 200 228797
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:49:15 +0530] "GET /my-fashion-app/img/product/denime2.png HTTP/1.1" 200 114712
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:49:15 +0530] "GET /my-fashion-app/images/footer/appstore-btn.svg HTTP/1.1" 200 12812
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:49:15 +0530] "GET /my-fashion-app/images/footer/googleplay-btn.svg HTTP/1.1" 200 9502
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:49:16 +0530] "GET /my-fashion-app/images/img.png HTTP/1.1" 200 4467
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:50:03 +0530] "GET /my-fashion-app/addtocart.jsp HTTP/1.1" 200 31941
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:50:03 +0530] "GET /my-fashion-app/other/stylesheet.css?modified=20012009 HTTP/1.1" 200 5825
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:50:03 +0530] "GET /my-fashion-app/images/footer/amazonpay.svg HTTP/1.1" 200 8763
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:50:03 +0530] "GET /my-fashion-app/images/footer/american-express.svg HTTP/1.1" 200 12734
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:50:03 +0530] "GET /my-fashion-app/other/addtocart.css HTTP/1.1" 200 943
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:50:03 +0530] "GET /my-fashion-app/images/footer/mastercard.svg HTTP/1.1" 200 12102
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:50:03 +0530] "GET /my-fashion-app/images/footer/paypal.svg HTTP/1.1" 200 5586
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:50:03 +0530] "GET /my-fashion-app/images/footer/visa.svg HTTP/1.1" 200 3371
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:50:03 +0530] "GET /my-fashion-app/javascript/cart.js HTTP/1.1" 200 4638
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:50:03 +0530] "GET /my-fashion-app/images/footer/googleplay-btn.svg HTTP/1.1" 200 9502
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:50:03 +0530] "GET /my-fashion-app/images/footer/appstore-btn.svg HTTP/1.1" 200 12812
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:50:03 +0530] "GET /my-fashion-app/img/product/dress2.png HTTP/1.1" 200 228797
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:50:03 +0530] "GET /my-fashion-app/img/product/denime2.png HTTP/1.1" 200 114712
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:50:03 +0530] "GET /my-fashion-app/images/img.png HTTP/1.1" 200 4467
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:50:16 +0530] "GET /my-fashion-app/addtocart.jsp HTTP/1.1" 200 31941
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:50:16 +0530] "GET /my-fashion-app/other/stylesheet.css?modified=20012009 HTTP/1.1" 200 5825
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:50:16 +0530] "GET /my-fashion-app/images/footer/american-express.svg HTTP/1.1" 200 12734
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:50:16 +0530] "GET /my-fashion-app/images/footer/amazonpay.svg HTTP/1.1" 200 8763
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:50:16 +0530] "GET /my-fashion-app/other/addtocart.css HTTP/1.1" 200 943
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:50:16 +0530] "GET /my-fashion-app/images/footer/paypal.svg HTTP/1.1" 200 5586
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:50:16 +0530] "GET /my-fashion-app/images/footer/mastercard.svg HTTP/1.1" 200 12102
0:0:0:0:0:0:0:1 - - [09/Jul/2024:10:50:16 +0530] "GET /my-fashion-app/images/footer/visa.svg HTTP/1.1" 200 3371
