127.0.0.1 - - [09/Jul/2024:09:33:03 +0530] "GET / HTTP/1.1" 404 752
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:44:13 +0530] "GET /my-fashion-app/img/product/short2.png HTTP/1.1" 200 162592
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:44:13 +0530] "GET /my-fashion-app/img/product/tee1.png HTTP/1.1" 200 272080
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:44:13 +0530] "GET /my-fashion-app/img/product/tee2.png HTTP/1.1" 200 256920
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:44:13 +0530] "GET /my-fashion-app/img/product/top1.png HTTP/1.1" 200 239139
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:44:13 +0530] "GET /my-fashion-app/images/categories/co-ords.png HTTP/1.1" 200 685766
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:44:13 +0530] "GET /my-fashion-app/images/categories/denime_Cat.png HTTP/1.1" 200 698173
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:44:13 +0530] "GET /my-fashion-app/images/categories/dresses.png HTTP/1.1" 200 745995
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:44:13 +0530] "GET /my-fashion-app/images/categories/skirt_shorts.png HTTP/1.1" 200 671007
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:44:13 +0530] "GET /my-fashion-app/images/categories/tees.png HTTP/1.1" 200 597664
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:44:13 +0530] "GET /my-fashion-app/images/categories/tops.png HTTP/1.1" 200 605618
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:44:13 +0530] "GET /my-fashion-app/images/footer/amazonpay.svg HTTP/1.1" 200 8763
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:44:13 +0530] "GET /my-fashion-app/images/footer/american-express.svg HTTP/1.1" 200 12734
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:44:13 +0530] "GET /my-fashion-app/images/footer/paypal.svg HTTP/1.1" 200 5586
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:44:13 +0530] "GET /my-fashion-app/images/footer/mastercard.svg HTTP/1.1" 200 12102
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:44:13 +0530] "GET /my-fashion-app/images/footer/visa.svg HTTP/1.1" 200 3371
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:44:13 +0530] "GET /my-fashion-app/images/footer/appstore-btn.svg HTTP/1.1" 200 12812
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:44:13 +0530] "GET /my-fashion-app/images/footer/googleplay-btn.svg HTTP/1.1" 200 9502
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:44:13 +0530] "GET /my-fashion-app/images/img.png HTTP/1.1" 200 4467
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:44:14 +0530] "GET /my-fashion-app/index.jsp HTTP/1.1" 200 65649
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:44:14 +0530] "GET /my-fashion-app/other/stylesheet.css?modified=20012009 HTTP/1.1" 200 6123
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:44:14 +0530] "GET /my-fashion-app/images/home/pink.png HTTP/1.1" 200 743435
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:44:14 +0530] "GET /my-fashion-app/images/home/Screenshot%202024-06-19%20130831.png HTTP/1.1" 200 2617707
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:44:14 +0530] "GET /my-fashion-app/images/home/fun.png HTTP/1.1" 200 1615525
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:44:14 +0530] "GET /my-fashion-app/img/product/co-ord1.png HTTP/1.1" 200 213589
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:44:14 +0530] "GET /my-fashion-app/img/product/denime1.png HTTP/1.1" 200 129038
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:44:14 +0530] "GET /my-fashion-app/img/product/denime2.png HTTP/1.1" 200 114712
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:44:14 +0530] "GET /my-fashion-app/img/product/dress1.png HTTP/1.1" 200 237084
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:44:14 +0530] "GET /my-fashion-app/img/product/dress2.png HTTP/1.1" 200 228797
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:44:14 +0530] "GET /my-fashion-app/img/product/short1.png HTTP/1.1" 200 164275
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:44:14 +0530] "GET /my-fashion-app/img/product/short2.png HTTP/1.1" 200 162592
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:44:14 +0530] "GET /my-fashion-app/img/product/tee1.png HTTP/1.1" 200 272080
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:44:14 +0530] "GET /my-fashion-app/img/product/tee2.png HTTP/1.1" 200 256920
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:44:14 +0530] "GET /my-fashion-app/img/product/top1.png HTTP/1.1" 200 239139
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:44:14 +0530] "GET /my-fashion-app/images/categories/co-ords.png HTTP/1.1" 200 685766
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:44:14 +0530] "GET /my-fashion-app/images/categories/denime_Cat.png HTTP/1.1" 200 698173
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:44:14 +0530] "GET /my-fashion-app/images/categories/dresses.png HTTP/1.1" 200 745995
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:44:14 +0530] "GET /my-fashion-app/images/categories/skirt_shorts.png HTTP/1.1" 200 671007
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:44:14 +0530] "GET /my-fashion-app/images/categories/tees.png HTTP/1.1" 200 597664
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:44:14 +0530] "GET /my-fashion-app/images/categories/tops.png HTTP/1.1" 200 605618
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:44:14 +0530] "GET /my-fashion-app/images/footer/amazonpay.svg HTTP/1.1" 200 8763
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:44:14 +0530] "GET /my-fashion-app/images/footer/american-express.svg HTTP/1.1" 200 12734
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:44:14 +0530] "GET /my-fashion-app/images/footer/paypal.svg HTTP/1.1" 200 5586
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:44:14 +0530] "GET /my-fashion-app/images/footer/mastercard.svg HTTP/1.1" 200 12102
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:44:14 +0530] "GET /my-fashion-app/images/footer/visa.svg HTTP/1.1" 200 3371
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:44:14 +0530] "GET /my-fashion-app/images/footer/appstore-btn.svg HTTP/1.1" 200 12812
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:44:14 +0530] "GET /my-fashion-app/images/footer/googleplay-btn.svg HTTP/1.1" 200 9502
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:44:14 +0530] "GET /my-fashion-app/images/img.png HTTP/1.1" 200 4467
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:44:16 +0530] "GET /my-fashion-app/index.jsp HTTP/1.1" 200 65649
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:44:16 +0530] "GET /my-fashion-app/other/stylesheet.css?modified=20012009 HTTP/1.1" 200 6123
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:44:16 +0530] "GET /my-fashion-app/images/home/pink.png HTTP/1.1" 200 743435
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:44:16 +0530] "GET /my-fashion-app/images/home/Screenshot%202024-06-19%20130831.png HTTP/1.1" 200 2617707
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:44:16 +0530] "GET /my-fashion-app/images/home/fun.png HTTP/1.1" 200 1615525
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:44:16 +0530] "GET /my-fashion-app/img/product/co-ord1.png HTTP/1.1" 200 213589
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:44:16 +0530] "GET /my-fashion-app/img/product/denime1.png HTTP/1.1" 200 129038
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:44:16 +0530] "GET /my-fashion-app/img/product/denime2.png HTTP/1.1" 200 114712
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:44:16 +0530] "GET /my-fashion-app/img/product/dress1.png HTTP/1.1" 200 237084
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:44:16 +0530] "GET /my-fashion-app/img/product/dress2.png HTTP/1.1" 200 228797
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:44:16 +0530] "GET /my-fashion-app/img/product/tee1.png HTTP/1.1" 200 272080
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:44:16 +0530] "GET /my-fashion-app/img/product/short1.png HTTP/1.1" 200 164275
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:44:16 +0530] "GET /my-fashion-app/img/product/short2.png HTTP/1.1" 200 162592
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:44:16 +0530] "GET /my-fashion-app/img/product/tee2.png HTTP/1.1" 200 256920
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:44:16 +0530] "GET /my-fashion-app/img/product/top1.png HTTP/1.1" 200 239139
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:44:16 +0530] "GET /my-fashion-app/images/categories/co-ords.png HTTP/1.1" 200 685766
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:44:16 +0530] "GET /my-fashion-app/images/categories/denime_Cat.png HTTP/1.1" 200 698173
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:44:16 +0530] "GET /my-fashion-app/images/categories/dresses.png HTTP/1.1" 200 745995
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:44:16 +0530] "GET /my-fashion-app/images/categories/skirt_shorts.png HTTP/1.1" 200 671007
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:44:16 +0530] "GET /my-fashion-app/images/categories/tees.png HTTP/1.1" 200 597664
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:44:16 +0530] "GET /my-fashion-app/images/categories/tops.png HTTP/1.1" 200 605618
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:44:16 +0530] "GET /my-fashion-app/images/footer/amazonpay.svg HTTP/1.1" 200 8763
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:44:16 +0530] "GET /my-fashion-app/images/footer/american-express.svg HTTP/1.1" 200 12734
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:44:16 +0530] "GET /my-fashion-app/images/footer/paypal.svg HTTP/1.1" 200 5586
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:44:16 +0530] "GET /my-fashion-app/images/footer/mastercard.svg HTTP/1.1" 200 12102
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:44:16 +0530] "GET /my-fashion-app/images/footer/visa.svg HTTP/1.1" 200 3371
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:44:16 +0530] "GET /my-fashion-app/images/footer/appstore-btn.svg HTTP/1.1" 200 12812
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:44:16 +0530] "GET /my-fashion-app/images/footer/googleplay-btn.svg HTTP/1.1" 200 9502
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:44:17 +0530] "GET /my-fashion-app/images/img.png HTTP/1.1" 200 4467
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:44:32 +0530] "GET /my-fashion-app/index.jsp HTTP/1.1" 200 65649
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:44:32 +0530] "GET /my-fashion-app/other/stylesheet.css?modified=20012009 HTTP/1.1" 200 6101
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:44:32 +0530] "GET /my-fashion-app/images/home/pink.png HTTP/1.1" 200 743435
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:44:32 +0530] "GET /my-fashion-app/images/home/Screenshot%202024-06-19%20130831.png HTTP/1.1" 200 2617707
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:44:32 +0530] "GET /my-fashion-app/images/home/fun.png HTTP/1.1" 200 1615525
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:44:32 +0530] "GET /my-fashion-app/img/product/co-ord1.png HTTP/1.1" 200 213589
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:44:32 +0530] "GET /my-fashion-app/img/product/denime1.png HTTP/1.1" 200 129038
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:44:32 +0530] "GET /my-fashion-app/img/product/denime2.png HTTP/1.1" 200 114712
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:44:32 +0530] "GET /my-fashion-app/img/product/dress1.png HTTP/1.1" 200 237084
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:44:32 +0530] "GET /my-fashion-app/img/product/dress2.png HTTP/1.1" 200 228797
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:44:32 +0530] "GET /my-fashion-app/img/product/short1.png HTTP/1.1" 200 164275
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:44:32 +0530] "GET /my-fashion-app/img/product/short2.png HTTP/1.1" 200 162592
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:44:32 +0530] "GET /my-fashion-app/img/product/tee1.png HTTP/1.1" 200 272080
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:44:32 +0530] "GET /my-fashion-app/img/product/tee2.png HTTP/1.1" 200 256920
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:44:33 +0530] "GET /my-fashion-app/img/product/top1.png HTTP/1.1" 200 239139
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:44:33 +0530] "GET /my-fashion-app/images/categories/co-ords.png HTTP/1.1" 200 685766
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:44:33 +0530] "GET /my-fashion-app/images/categories/denime_Cat.png HTTP/1.1" 200 698173
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:44:33 +0530] "GET /my-fashion-app/images/categories/dresses.png HTTP/1.1" 200 745995
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:44:33 +0530] "GET /my-fashion-app/images/categories/skirt_shorts.png HTTP/1.1" 200 671007
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:44:33 +0530] "GET /my-fashion-app/images/categories/tees.png HTTP/1.1" 200 597664
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:44:33 +0530] "GET /my-fashion-app/images/categories/tops.png HTTP/1.1" 200 605618
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:44:33 +0530] "GET /my-fashion-app/images/footer/amazonpay.svg HTTP/1.1" 200 8763
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:44:33 +0530] "GET /my-fashion-app/images/footer/american-express.svg HTTP/1.1" 200 12734
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:44:33 +0530] "GET /my-fashion-app/images/footer/paypal.svg HTTP/1.1" 200 5586
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:44:33 +0530] "GET /my-fashion-app/images/footer/mastercard.svg HTTP/1.1" 200 12102
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:44:33 +0530] "GET /my-fashion-app/images/footer/visa.svg HTTP/1.1" 200 3371
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:44:33 +0530] "GET /my-fashion-app/images/footer/appstore-btn.svg HTTP/1.1" 200 12812
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:44:33 +0530] "GET /my-fashion-app/images/footer/googleplay-btn.svg HTTP/1.1" 200 9502
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:44:33 +0530] "GET /my-fashion-app/images/img.png HTTP/1.1" 200 4467
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:44:51 +0530] "GET /my-fashion-app/login.jsp HTTP/1.1" 200 23834
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:44:51 +0530] "GET /my-fashion-app/other/stylesheet.css?modified=20012009 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:45:22 +0530] "POST /my-fashion-app/loginServlet HTTP/1.1" 200 65827
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:45:22 +0530] "GET /my-fashion-app/other/stylesheet.css?modified=20012009 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:45:34 +0530] "GET /my-fashion-app/product.jsp?searchItem=Top HTTP/1.1" 200 57698
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:45:34 +0530] "GET /my-fashion-app/other/product.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:45:34 +0530] "GET /my-fashion-app/img/product/top3.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:45:34 +0530] "GET /my-fashion-app/other/stylesheet.css?modified=20012009 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:45:34 +0530] "GET /my-fashion-app/img/product/top2.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:45:34 +0530] "GET /my-fashion-app/img/product/co-ord3.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:45:34 +0530] "GET /my-fashion-app/img/product/short4.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:45:43 +0530] "GET /my-fashion-app/wishlist.jsp HTTP/1.1" 200 42263
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:45:44 +0530] "GET /my-fashion-app/other/stylesheet.css?modified=20012009 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:45:44 +0530] "GET /my-fashion-app/other/wishlist.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:45:48 +0530] "GET /my-fashion-app/function/removeWishlist.jsp?product_id=3 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:45:48 +0530] "GET /my-fashion-app/wishlist.jsp HTTP/1.1" 200 38391
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:45:51 +0530] "GET /my-fashion-app/addtocart.jsp HTTP/1.1" 200 31801
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:45:51 +0530] "GET /my-fashion-app/other/stylesheet.css?modified=20012009 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:45:51 +0530] "GET /my-fashion-app/other/addtocart.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:45:51 +0530] "GET /my-fashion-app/javascript/cart.js HTTP/1.1" 200 4638
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:45:55 +0530] "POST /my-fashion-app/addToCart/updateQty.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:45:55 +0530] "GET /my-fashion-app/addtocart.jsp?category=all HTTP/1.1" 200 31801
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:45:57 +0530] "POST /my-fashion-app/userServlet HTTP/1.1" 200 41
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:45:59 +0530] "POST /my-fashion-app/orderServlet HTTP/1.1" 200 221
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:46:00 +0530] "OPTIONS /my-fashion-app/img/product/img.png HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:46:00 +0530] "GET /my-fashion-app/img/product/img.png HTTP/1.1" 200 4467
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:46:17 +0530] "OPTIONS /my-fashion-app/img/product/img.png HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:46:25 +0530] "POST /my-fashion-app/updateOrderServlet HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:46:42 +0530] "GET /my-fashion-app/addtocart.jsp HTTP/1.1" 200 24971
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:46:42 +0530] "GET /my-fashion-app/other/stylesheet.css?modified=20012009 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:47:06 +0530] "GET /my-fashion-app/product.jsp?category=Skirts%20and%20Shorts HTTP/1.1" 200 50287
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:47:06 +0530] "GET /my-fashion-app/other/stylesheet.css?modified=20012009 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:47:06 +0530] "GET /my-fashion-app/img/product/short3.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:49:19 +0530] "GET /my-fashion-app/product.jsp?category=Skirts%20and%20Shorts HTTP/1.1" 200 50287
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:49:19 +0530] "GET /my-fashion-app/other/stylesheet.css?modified=20012009 HTTP/1.1" 200 6100
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:49:22 +0530] "GET /my-fashion-app/product.jsp?category=Skirts%20and%20Shorts HTTP/1.1" 200 50287
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:49:22 +0530] "GET /my-fashion-app/other/stylesheet.css?modified=20012009 HTTP/1.1" 200 6100
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:49:22 +0530] "GET /my-fashion-app/other/product.css HTTP/1.1" 200 2692
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:49:22 +0530] "GET /my-fashion-app/img/product/short2.png HTTP/1.1" 200 162592
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:49:22 +0530] "GET /my-fashion-app/img/product/short1.png HTTP/1.1" 200 164275
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:49:22 +0530] "GET /my-fashion-app/img/product/short3.png HTTP/1.1" 200 124900
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:49:22 +0530] "GET /my-fashion-app/img/product/short4.png HTTP/1.1" 200 122438
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:49:22 +0530] "GET /my-fashion-app/images/footer/amazonpay.svg HTTP/1.1" 200 8763
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:49:22 +0530] "GET /my-fashion-app/images/footer/american-express.svg HTTP/1.1" 200 12734
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:49:22 +0530] "GET /my-fashion-app/images/footer/paypal.svg HTTP/1.1" 200 5586
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:49:22 +0530] "GET /my-fashion-app/images/footer/mastercard.svg HTTP/1.1" 200 12102
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:49:22 +0530] "GET /my-fashion-app/images/footer/googleplay-btn.svg HTTP/1.1" 200 9502
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:49:22 +0530] "GET /my-fashion-app/images/footer/appstore-btn.svg HTTP/1.1" 200 12812
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:49:22 +0530] "GET /my-fashion-app/images/footer/visa.svg HTTP/1.1" 200 3371
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:49:22 +0530] "GET /my-fashion-app/images/img.png HTTP/1.1" 200 4467
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:49:29 +0530] "GET /my-fashion-app/product.jsp?category=Skirts%20and%20Shorts HTTP/1.1" 200 50287
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:49:29 +0530] "GET /my-fashion-app/other/stylesheet.css?modified=20012009 HTTP/1.1" 200 6100
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:49:29 +0530] "GET /my-fashion-app/other/product.css HTTP/1.1" 200 2692
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:49:29 +0530] "GET /my-fashion-app/img/product/short1.png HTTP/1.1" 200 164275
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:49:29 +0530] "GET /my-fashion-app/img/product/short2.png HTTP/1.1" 200 162592
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:49:29 +0530] "GET /my-fashion-app/img/product/short3.png HTTP/1.1" 200 124900
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:49:29 +0530] "GET /my-fashion-app/img/product/short4.png HTTP/1.1" 200 122438
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:49:29 +0530] "GET /my-fashion-app/images/footer/amazonpay.svg HTTP/1.1" 200 8763
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:49:29 +0530] "GET /my-fashion-app/images/footer/american-express.svg HTTP/1.1" 200 12734
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:49:29 +0530] "GET /my-fashion-app/images/footer/visa.svg HTTP/1.1" 200 3371
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:49:29 +0530] "GET /my-fashion-app/images/footer/paypal.svg HTTP/1.1" 200 5586
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:49:29 +0530] "GET /my-fashion-app/images/footer/mastercard.svg HTTP/1.1" 200 12102
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:49:29 +0530] "GET /my-fashion-app/images/footer/appstore-btn.svg HTTP/1.1" 200 12812
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:49:29 +0530] "GET /my-fashion-app/images/footer/googleplay-btn.svg HTTP/1.1" 200 9502
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:49:30 +0530] "GET /my-fashion-app/images/img.png HTTP/1.1" 200 4467
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:49:53 +0530] "GET /my-fashion-app/product.jsp?category=Skirts%20and%20Shorts HTTP/1.1" 200 50287
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:49:53 +0530] "GET /my-fashion-app/other/product.css HTTP/1.1" 200 2692
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:49:53 +0530] "GET /my-fashion-app/other/stylesheet.css?modified=20012009 HTTP/1.1" 200 6101
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:49:53 +0530] "GET /my-fashion-app/img/product/short2.png HTTP/1.1" 200 162592
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:49:53 +0530] "GET /my-fashion-app/img/product/short1.png HTTP/1.1" 200 164275
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:49:53 +0530] "GET /my-fashion-app/img/product/short3.png HTTP/1.1" 200 124900
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:49:53 +0530] "GET /my-fashion-app/img/product/short4.png HTTP/1.1" 200 122438
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:49:53 +0530] "GET /my-fashion-app/images/footer/amazonpay.svg HTTP/1.1" 200 8763
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:49:53 +0530] "GET /my-fashion-app/images/footer/american-express.svg HTTP/1.1" 200 12734
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:49:53 +0530] "GET /my-fashion-app/images/footer/mastercard.svg HTTP/1.1" 200 12102
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:49:53 +0530] "GET /my-fashion-app/images/footer/visa.svg HTTP/1.1" 200 3371
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:49:53 +0530] "GET /my-fashion-app/images/footer/googleplay-btn.svg HTTP/1.1" 200 9502
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:49:53 +0530] "GET /my-fashion-app/images/footer/paypal.svg HTTP/1.1" 200 5586
0:0:0:0:0:0:0:1 - - [09/Jul/2024:09:49:53 +0530] "GET /my-fashion-app/images/footer/appstore-btn.svg HTTP/1.1" 200 12812
